hashtags/0,hashtags/1,hashtags/2,viewCount,commentsTurnedOff,channelUsername,title,commentsCount,text,comments,type,likes,url,subtitles,channelUrl
,,,21,FALSE,Mymarks.in0001,How to Create a Marksheet or Blank Sheet in MyMarks.in? | Step-by-Step Guide (Hindi),0,"Title:
 How to Create a Marksheet or Blank Sheet in MyMarks.in? | Step-by-Step Guide (Hindi)

 Description:
In this video, we will show you how to create a marksheet or blank sheet in MyMarks.in easily.
If you are a teacher or administrator, this tutorial will help you generate mark sheets efficiently.

 What You Will Learn in This Video?
✅ How to log in to MyMarks.in
✅ Navigating to the marksheet creation section
✅ How to create a new blank sheet
✅ How to enter and save student marks
✅ Common mistakes to avoid

If you find this video helpful, don’t forget to Like, Share, and Subscribe!

 For more information, visit: https://mymarks.in/
 For queries, contact us at: 8770034374
 Video by: Raghuwanshi Production (Contact: 9770229833)",,video,0,https://www.youtube.com/watch?v=wseqYg4HrUw,,https://www.youtube.com/@Mymarks.in0001
,,,8,FALSE,peachlimocon,MYMarks 2025!!,1,,,video,0,https://www.youtube.com/watch?v=uriJ-LtHtiY,,https://www.youtube.com/@peachlimocon
#PowerhouseStudiosph,#XavierAteneo,,1,FALSE,powerhousestudios3390,MyMarks 2025 Highlight Video Day1,0,"Bigger, bolder, and brighter on its second year — a powerful day of learning, connection, and marketing inspiration! 

From fresh ideas to future leaders, MyMarks sets the stage for tomorrow’s game changers.

 Same Day Edit by Powerhouse Studios – capturing every highlight in real time!

Massive thanks to Sir Raymund Acedera, Noelle Camoda, and the amazing team from Xavier University – Ateneo de Cagayan SBM Marketing Department for making it all happen.

One for the books!

#MyMarks2025 #MarketingForward #PowerhouseStudiosph #XavierAteneo",,video,0,https://www.youtube.com/watch?v=EsaWpt5deRw,,https://www.youtube.com/@powerhousestudios3390
,,,12,FALSE,Mymarks.in0001,How to Add Student in Bulk  in Mymarks Software | Step-by-Step Guide \ in Hindi,0,"Title: How to Add Students in Bulk in MyMarks Software

Description:
Adding students one by one can be time-consuming. In this guide, learn how to add multiple students at once in MyMarks.in software using an Excel sheet or bulk upload feature. This method helps schools quickly manage student data without manual entry.

Topics Covered:

Preparing student data in Excel

Uploading the file to MyMarks

Verifying and saving student records

Common errors and troubleshooting

 For more information, visit: [https://mymarks.in/]
 For queries, contact us at: [8770034374 ]
  Video by Raghuwanshi production [9770229833]
Follow these steps to efficiently add students in bulk and streamline school management!",,video,0,https://www.youtube.com/watch?v=7EIW3Dupd5k,,https://www.youtube.com/@Mymarks.in0001
,,,41,FALSE,Mymarks.in0001,How to Create a User on MyMarks.in | Step-by-Step Guide/in Hindi,1,"Title: How to Create a User on MyMarks.in | Step-by-Step Guide

Description:
In this video, we will show you how to create a new user on MyMarks.in with a simple step-by-step process. Whether you're an admin or a teacher, this guide will help you manage user accounts effortlessly. Watch till the end for complete details!

 Topics Covered:
✔ How to log in to MyMarks.in
✔ Navigating to the user management section
✔ Adding a new user (teacher/student/admin)
✔ Assigning roles and permissions
✔ Saving and managing user details

If you found this video helpful, don’t forget to Like, Share, and Subscribe for more tutorials!

 For more information, visit: [https://mymarks.in/]
 For queries, contact us at: [8770034374]
  Video by Raghuwanshi production [9770229833]",,video,0,https://www.youtube.com/watch?v=Vg_BLxvFcsg,,https://www.youtube.com/@Mymarks.in0001
,,,33,FALSE,marksandspencerhongkong,M&S FOOD | This is not just food... This is M&S Food,0,This is not just food...This is delicious food that gets everyone around the table. For the whole family to enjoy. For 'Can I have seconds?'. This is M&S Food.,,video,0,https://www.youtube.com/watch?v=BfGDSjIGyXA,,https://www.youtube.com/@marksandspencerhongkong
#ad,,,14644,FALSE,charlotteashleyfarm,"This is not JUST silage sheet, it is 11 layer oxygen barrier silage sheet. How is it made?",72,"In this one off special episode me and shabawn head to Italy with seal plus and independent feeds to the 2Gamma factory and get a behind the scenes look at how 11 layer silage sheet with oxygen barrier is made, we explore the Berolo wine region and learn about italian vinyards, and piedmontese cows, we try the local decacies which we enjoyed thoroughly, i saw my first rotamix wagon self propelled which was EPIC visited The Sanctuary of Vicoforte, near Mondovì. If you want more information on the silage sheet the uk distributer is Independent Feeds Ltd. #ad 

 https://www.independentfeeds.com


 Music licensed from Lickd. The biggest mainstream and stock music platform for content creators.  Everywhere by Fleetwood Mac, https://lickd.lnk.to/h8NAMnID!Charlot... License ID: VNED8gqdEPw  If you want to use music from famous artists, try Lickd to get track credits and unlimited stock music: https://go.lickd.co/Referral-Offer",,video,1100,https://www.youtube.com/watch?v=8XMWm_HlGgI,,https://www.youtube.com/@charlotteashleyfarm
#BBCNews,#CyberAttack,,34212,FALSE,BBCNews,Marks & Spencer says customer data stolen in cyber attack | BBC News,96,"Marks & Spencer has revealed that some personal customer data has been stolen in the recent cyber attack, which could include contact details and dates of birth.
 
The British retail giant said personal information taken could also include online order histories, but added the data theft did not include useable payment or card details, or any account passwords.
 
M&S was hit by the cyber attack three weeks ago and is struggling to get services back to normal, with online orders still suspended.

Subscribe here: http://bit.ly/1rbfUog

For more news, analysis and features visit: www.bbc.com/news 

#CyberAttack #BBCNews",,video,361,https://www.youtube.com/watch?v=VVDBmBsp-rc,,https://www.youtube.com/@BBCNews
,,,5718,FALSE,jessicamoonharris,My living room,39,"Hi all, hope you enjoy this chatty living room tour. Links to everything below - let me know if I missed anything! 

xoxox

Links 

Neptune sofa, they only have the love seat in stock : https://www.neptune.com/products/long...

M&S Dempsey side table :https://www.marksandspencer.com/demps...

Nordic Knots rug : https://nordicknots.com/uk/product/lo...

Ice skating matches : https://www.blacksofsopwell.com/produ...

Sostrene Green door knobs : https://sostrenegrene.com/en-gb/produ...

Vinterior Tub chair (similar, same seller/upholsterer) https://www.vinterior.co/furniture/se...

Antique Chest of drawers very similar on Etsy : https://www.etsy.com/uk/listing/42982...

https://www.penderynantiques.co.uk/

Habitat table Lamp via Argos : https://www.habitat.co.uk/product/961...

Artwork Paul Gaughin Haystacks in Brittany: https://www.posterlounge.co.uk/p/6230...

For the Art the exact one I ordered was 
Gallery print 
90 x70cm
Picture frame Art box in brown",,video,392,https://www.youtube.com/watch?v=GtZWx-DxBw8,,https://www.youtube.com/@jessicamoonharris
#scentsy,#flashsale,,141,FALSE,BrettBrad,Sweet Savings Flash Sale Tomorrow!!,6,"Scentsy Sweet Savings Flash Sale tomorrow, Thursday 5/22/25 @10am PT through Tuesday 5/27/25 @10am PT, while supplies last!

To purchase Scentsy:
https://brettandbrad.scentsy.us/

*Please attach all Scentsy orders to an open party! Thank you!

To join Scentsy:
https://brettandbrad.scentsy.us/join

Join our Scentsy VIP Facebook Group:    
   / 716252976103731  

YouTube audiolibrary​​​​​  www.bensound.com  www.epidemicsound.com

Cameras used: Canon Powershot G7X

Follow us on Instagram: @brettparker72 (Brett)  @badbrad (Brad) 

Follow us on Snapchat: kcdude1972 (Brett) country-guy (Brad)

Follow us on TikTok:  brettparker72 (Brett) 2gaydads_youtube(Brad)

#scentsy #flashsale",,video,18,https://www.youtube.com/watch?v=x89TLahUA1A,,https://www.youtube.com/@BrettBrad
,,,28,FALSE,Mymarks.in0001,How to Download Marksheet in Mymarks Software | Step-by-Step Guide \ in Hindi,0,"Title: How to Download Marksheet in Mymarks Software | Step-by-Step Guide \ in Hindi
Description:
In this video, we will guide you through the step-by-step process of Download Marksheet on MyMarks.in. Whether you're a teacher or an administrator, this tutorial will help you enter student marks easily and efficiently. Watch till the end to learn all the details!

 Topics Covered:
✔ How to log in to MyMarks.in
✔ Navigating the marks entry section
✔ Adding and saving student marks
✔ Common mistakes to avoid

If you found this video helpful, don’t forget to Like, Share, and Subscribe for more tutorials!

 For more information, visit: [https://mymarks.in/]
 For queries, contact us at: [8770034374 ]
  Video by Raghuwanshi production [9770229833]",,video,1,https://www.youtube.com/watch?v=-KEByVfq88I,,https://www.youtube.com/@Mymarks.in0001
,,,23,FALSE,Mymarks.in0001,How to Login in MyMarks Software Step-by-Step Guide / in Hindi,0,"Title:
""How to Login in MyMarks Software | Step-by-Step Guide""

Description:
Welcome to MyMarks! In this video, we will guide you step-by-step on how to log in to the MyMarks school management software. Whether you're a school administrator or staff member, this tutorial will help you access your account easily.

 Topics Covered:
✅ How to open MyMarks software
✅ Entering login credentials
✅ Navigating the dashboard

If you find this video helpful, don't forget to Like, Share, and Subscribe for more updates!

 Visit: [  https://mymarks.in/login   ]
 Contact Us: [8770034374]
  Video by Raghuwanshi production [9770229833]",,video,2,https://www.youtube.com/watch?v=8-HkkqvqlPc,,https://www.youtube.com/@Mymarks.in0001
,,,29189,FALSE,ListenToTimesRadio,Who's behind the M&S cyber attack? | The Story,118,"How do hackers take down a high street staple? What started as a contactless payment outage at Marks and Spencer, quickly became the retail fortnight from hell, as cyber attacks have brought brands to a crashing halt in online trading over the last two weeks. So who is behind it, and what are their methods? And more importantly, how do you guard yourself in an evermore online world?

This podcast was brought to you thanks to the support of readers of The Times and The Sunday Times.

Subscribe today: https://www.thetimes.com/podcasts/the...

Guest: Mark Sellman, Technology Correspondent, The Times

Host: Luke Jones

Producer: Rosie Stopher

Further reading: Who are Scattered Spider hackers linked to the M&S cyberattack?

M&S and Co-op cyberattackers ‘tricked IT into resetting passwords’

M&S staff share war stories of ‘toughest’ week after cyberattack

Clips: Sky News, BBC, ITV

Photo: The Times

Get in touch: thestory@thetimes.com  

Hosted on Acast. See acast.com/privacy for more information.

Join this channel to get access to perks - 
   / @listentotimesradio  

 Listen to Times Radio - https://www.thetimes.co.uk/radio
 Subscribe to The Times https://www.thetimes.co.uk/subscribe/... 
 Get the free Times Radio app https://www.thetimes.co.uk/radio/how-...",,video,480,https://www.youtube.com/watch?v=otGTcrMpb-Q,,https://www.youtube.com/@ListenToTimesRadio
,,,5,FALSE,Mymarks.in0001,How to Add Student Photo in Mymarks Software | Step-by-Step Guide \ in Hindi,0,"Title:
 How to Add Student Photo in MyMarks.in? | Easy Step-by-Step Guide (Hindi)

 Description:
In this video, we will show you how to upload a student’s photo on MyMarks.in in a few simple steps.
If you are a teacher or administrator, this tutorial will help you manage student profiles easily.

 What You Will Learn in This Video?
✅ How to log in to MyMarks.in
✅ Navigating to the student profile section
✅ How to upload and save a student’s photo
✅ Common mistakes to avoid

If you find this video helpful, don’t forget to Like, Share, and Subscribe!

 For more information, visit: https://mymarks.in/
 For queries, contact us at: 8770034374
 Video by: Raghuwanshi Production (Contact: 9770229833)",,video,0,https://www.youtube.com/watch?v=FjIdX1OIVQc,,https://www.youtube.com/@Mymarks.in0001
,,,85,FALSE,Mymarks.in0001,"""How to Add Marks on MyMarks | Easy Step-by-Step Guide"" / in Hindi",0,"Title: How to Add Marks on MyMarks.in | Easy Step-by-Step Guide

Description:
In this video, we will guide you through the step-by-step process of adding marks on MyMarks.in. Whether you're a teacher or an administrator, this tutorial will help you enter student marks easily and efficiently. Watch till the end to learn all the details!

 Topics Covered:
✔ How to log in to MyMarks.in
✔ Navigating the marks entry section
✔ Adding and saving student marks
✔ Common mistakes to avoid

If you found this video helpful, don’t forget to Like, Share, and Subscribe for more tutorials!

 For more information, visit: [https://mymarks.in/]
 For queries, contact us at: [8770034374 ]
  Video by Raghuwanshi production [9770229833]",,video,2,https://www.youtube.com/watch?v=iESR7qlMpUw,,https://www.youtube.com/@Mymarks.in0001
,,,612,FALSE,gazingpearllife9233,MARKS&SPENCER NEW COLLECTION| MAY 2025| Gazingpearl Life #gazingpearllife #marksandspencer #haul,1,,,video,10,https://www.youtube.com/watch?v=1Q8_p7zR3FE,,https://www.youtube.com/@gazingpearllife9233
,,,66,FALSE,DoctorPurpleMBBS,#pw❤️#yakeen2023#rankers #test #1 #MyMarks#testseriesforneet #review#dropper#score,0,"Mujhe abhi tak me PW test series me kitne marks aaye 
 -My test scores:    • Posting out My test scores    

 Also meri daily life vlogs dekhne k liye channel dekhlo ‪@DoctorPurpleMBBS‬
 
Ruko ruko

Ab itni duur aa hi gye ho to subscribe krke jao na ☺️acha lgta h










#pwians  
 

 #yakeen_batch_motivation #yakeenianphysicswallah #testseriesreview #physicswallah #testseriespaper #testseries2023 #neettesteries #neettricks #neetpreparation #neet_motivation #neettestseries #neettest #droppers #topper #aiims #aiimsdelhi #aiimsvlog #neetug  #aiimsdelhimedico #aiims_exam #padhai #test strategy#attempt",,video,5,https://www.youtube.com/watch?v=i7pzvrR7Qzw,,https://www.youtube.com/@DoctorPurpleMBBS
#StyleOver60,#Over60Fashion,#SpringFashion2025,2827,FALSE,AGratefulLife60plus,60+ Style Edit - High Street Edition - Try On Haul at New Look Primark Zara & more!,74,"Hi everyone, Carolynn here with my 4th try-on video!

This week’s vlog is a Spring 2025 High Street Edit featuring pieces from Zara, New Look, M&S, Primark, Sainsbury’s, and Tesco. I wanted to show how much great fashion is out there for women over 60 — stylish, wearable, and affordable.

From everyday basics to a few trend-led pieces, I’ve tried on a mix that’s perfect for spring. Let me know your favourites in the comments — and if you enjoy the video, don’t forget to like and subscribe. It really helps the channel grow 

Links to everything I tried on are below.

#StyleOver60 #Over60Fashion #TryOnHaul #SpringFashion2025 #HighStreetStyle #ChicOver60 #FashionForWomenOver60 #MatureStyle #AffordableStyle #TescoFashion #SainsburysStyle #NewLookStyle #ZaraStyle #PrimarkStyle #M&SStyle #FabulousAt60 

Outfit 1 :

https://www.newlook.com/uk/womens/clo...

https://www.primark.com/en-gb/p/paula...

Sandals from a selection in TU Sainsburys

Outfit 2 :

https://www.primark.com/en-gb/p/print...

Bag as in outfit 1

Outfit 3 :

https://www.newlook.com/uk/womens/clo...

https://www.marksandspencer.com/buckl...

Outfit 4 :

https://tuclothing.sainsburys.co.uk/p... currently only available in dark blue denim online?

https://www.marksandspencer.com/flora...

https://www.zara.com/uk/en/pointelle-...

Outfit 5 : 

https://www.tesco.com/groceries/en-GB....

https://www.zara.com/uk/en/textured-b...

Outfit 6 :

https://www.marksandspencer.com/gingh...

Sandals as in Outfit 3",,video,227,https://www.youtube.com/watch?v=LF4Jxl-4bE4,,https://www.youtube.com/@AGratefulLife60plus
